									
	Numero	Nom	Code	APICodeEntier	CaractHex	Ajouter sous Excel	Caracteristique	APICode	CodeBase
	12507	YAQUI	6739	637	006E	n	vd alveolar nasal	n	10
	12508	YAQUI	6739	600	006C	l	vd alveolar laterapprox	l	10
	12509	YAQUI	6739	776	0156	Ŗ	vd alveolar flap	r[	10
	12510	YAQUI	6739	570	006A	j	vd palatal approxi	j	10
	12511	YAQUI	6739	894	0077	w	vd labvel approxi	w	10
	12512	YAQUI	6739	534	0069	i	high front unrnd perif vowel	i	10
	12513	YAQUI	6739	420	0065	e	himid front unrnd perif vowel	e	10
	12514	YAQUI	6739	301	0061	a	low central unrnd perif vowel	a	10
	12515	YAQUI	6739	693	006F	o	himid back rounded perif vowel	o	10
	12516	YAQUI	6739	855	0075	u	high back rounded perif vowel	u	10
	12517	PICURIS	6740	723	0070	p	vl bilabial stp	p	10
	12518	PICURIS	6740	350	0062	b	vd bilabial stp	b	10
	12519	PICURIS	6740	799	0074	t	vl alveolar stp	t	10
	12520	PICURIS	6740	374	0064	d	vd alveolar stp	d	10
	12521	PICURIS	6740	575	006B	k	vl velar stp	k	10
	12522	PICURIS	6740	439	0067	g	vd velar stp	g	10
	12523	PICURIS	6740	829	007400AF222B2015	t¯∫―	vl postalveol sib affricate	tS!	10
	12524	PICURIS	6740	786	0073	s	vl alveolar sib fricative	s	10
	12525	PICURIS	6740	898	0078	x	vl velar fricative	x	10
	12526	PICURIS	6740	902	00780175	xŵ	labzd vl velar fricative	xW	10
	12527	PICURIS	6740	637	006E	n	vd alveolar nasal	n	10
	12528	PICURIS	6740	623	006D	m	vd bilabial nasal	m	10
	12529	PICURIS	6740	600	006C	l	vd alveolar laterapprox	l	10
	12530	PICURIS	6740	498	013D	Ľ	vl alveolar laterfricativ	hlF	10
	12531	PICURIS	6740	783	00720072	rr	vd alveolar rsound	rr	10
	12532	PICURIS	6740	173	003F	?	vl glottal stp	?	10
	12533	PICURIS	6740	474	0068	h	vl glottal fricative	h	10
	12534	PICURIS	6740	724	00700027	p'	vl bilabial ejective stp	p'	10
	12535	PICURIS	6740	735	00700125	pĥ	vl aspirate bilabial stp	ph	10
	12536	PICURIS	6740	800	00740027	t'	vl alveolar ejective stp	t'	10
	12537	PICURIS	6740	844	00740125	tĥ	vl aspirate alveolar stp	th	10
	12538	PICURIS	6740	576	006B0027	k'	vl velar ejective stp	k'	10
	12539	PICURIS	6740	583	006B0175	kŵ	labzd vl velar stp	kW	10
	12540	PICURIS	6740	584	006B01750027	kŵ'	labzd vl velar ejective stp	kW'	10
	12541	PICURIS	6740	534	0069	i	high front unrnd perif vowel	i	10
	12542	PICURIS	6740	566	00692020	i†	naszd high front unrnd perif vowel	i~	10
	12543	PICURIS	6740	420	0065	e	himid front unrnd perif vowel	e	10
	12544	PICURIS	6740	432	00652020	e†	naszd himid front unrnd perif vowel	e~	10
	12545	PICURIS	6740	12	2202	∂	md central unrnd vowel	@	10
	12546	PICURIS	6740	18	22022020	∂†	naszd md central unrnd vowel	@~	10
	12547	PICURIS	6740	855	0075	u	high back rounded perif vowel	u	10
	12548	PICURIS	6740	886	00752020	u†	naszd high back rounded perif vowel	u~	10
	12549	PICURIS	6740	693	006F	o	himid back rounded perif vowel	o	10
	12550	PICURIS	6740	721	006F2020	o†	naszd himid back rounded perif vowel	o~	10
	12551	PICURIS	6740	570	006A	j	vd palatal approxi	j	10
	12552	PICURIS	6740	316	0041	A	low back unrnd perif vowel	a_	10
	12553	PICURIS	6740	324	00412020	A†	naszd low back unrnd perif vowel	a_~	10
	12554	PICURIS	6740	894	0077	w	vd labvel approxi	w	10
	12555	KAROK	6741	723	0070	p	vl bilabial stp	p	10
	12556	KAROK	6741	799	0074	t	vl alveolar stp	t	10
	12557	KAROK	6741	575	006B	k	vl velar stp	k	10
	12558	KAROK	6741	829	007400AF222B2015	t¯∫―	vl postalveol sib affricate	tS!	10
	12559	KAROK	6741	434	0066	f	vl labdent fricative	f	10
	12560	KAROK	6741	786	0073	s	vl alveolar sib fricative	s	10
	12561	KAROK	6741	793	007300B7	s·	vl dental sib fricative	sD	10
	12562	KAROK	6741	266	222B	∫	vl postalveol sib fricative	S!	10
	12563	KAROK	6741	898	0078	x	vl velar fricative	x	10
	12564	KAROK	6741	623	006D	m	vd bilabial nasal	m	10
	12565	KAROK	6741	637	006E	n	vd alveolar nasal	n	10
	12566	KAROK	6741	776	0156	Ŗ	vd alveolar flap	r[	10
	12567	KAROK	6741	188	03B200BC	β¼	vd bilabial approxi	BA	10
	12568	KAROK	6741	173	003F	?	vl glottal stp	?	10
	12569	KAROK	6741	474	0068	h	vl glottal fricative	h	10
	12570	KAROK	6741	534	0069	i	high front unrnd perif vowel	i	10
	12571	KAROK	6741	566	00692020	i†	naszd high front unrnd perif vowel	i~	10
	12572	KAROK	6741	196	00E8	è	lomid front unrnd perif vowel	E!	10
	12573	KAROK	6741	301	0061	a	low central unrnd perif vowel	a	10
	12574	KAROK	6741	347	00612020	a†	naszd low central unrnd perif vowel	a~	10
	12575	KAROK	6741	273	03A9	Ω	lordhig back rounded perif vowel	U!	10
	12576	KAROK	6741	570	006A	j	vd palatal approxi	j	10
	12577	KAROK	6741	539	006925BA	i►	long high front unrnd perif vowel	i:	10
	12578	KAROK	6741	422	006525BA	e►	long himid front unrnd perif vowel	e:	10
	12579	KAROK	6741	313	006125BA	a►	long low central unrnd perif vowel	a:	10
	12580	KAROK	6741	276	03A925BA	Ω►	long lordhig back rounded perif vowel	U!:	10
	12581	KAROK	6741	706	006F25BA	o►	long himid back rounded perif vowel	o:	10
	12582	POMO	6742	723	0070	p	vl bilabial stp	p	10
	12583	POMO	6742	724	00700027	p'	vl bilabial ejective stp	p'	10
	12584	POMO	6742	350	0062	b	vd bilabial stp	b	10
	12585	POMO	6742	814	007400B7	t·	vl dental stp	tD	10
	12586	POMO	6742	815	007400B70027	t·'	vl dental ejective stp	tD'	10
	12587	POMO	6742	374	0064	d	vd alveolar stp	d	10
	12588	POMO	6742	799	0074	t	vl alveolar stp	t	10
	12589	POMO	6742	800	00740027	t'	vl alveolar ejective stp	t'	10
	12590	POMO	6742	575	006B	k	vl velar stp	k	10
	12591	POMO	6742	576	006B0027	k'	vl velar ejective stp	k'	10
	12592	POMO	6742	737	0071	q	vl uvular stp	q	10
	12593	POMO	6742	738	00710027	q'	vl uvular ejective stp	q'	10
	12594	POMO	6742	849	007400732015	ts―	vl alveolar sib affricate	ts	10
	12595	POMO	6742	850	0074007320150027	ts―'	vl alveolar sib ejective affricate	ts'	10
	12596	POMO	6742	434	0066	f	vl labdent fricative	f	10
	12597	POMO	6742	786	0073	s	vl alveolar sib fricative	s	10
	12598	POMO	6742	266	222B	∫	vl postalveol sib fricative	S!	10
	12599	POMO	6742	898	0078	x	vl velar fricative	x	10
	12600	POMO	6742	282	0058	X	vl uvular fricative	X!	10
	12601	POMO	6742	623	006D	m	vd bilabial nasal	m	10
	12602	POMO	6742	637	006E	n	vd alveolar nasal	n	10
	12603	POMO	6742	600	006C	l	vd alveolar laterapprox	l	10
	12604	POMO	6742	776	0156	Ŗ	vd alveolar flap	r[	10
	12605	POMO	6742	173	003F	?	vl glottal stp	?	10
	12606	POMO	6742	474	0068	h	vl glottal fricative	h	10
	12607	POMO	6742	215	0049	I	lordhig front unrnd perif vowel	I!	10
	12608	POMO	6742	196	00E8	è	lomid front unrnd perif vowel	E!	10
	12609	POMO	6742	301	0061	a	low central unrnd perif vowel	a	10
	12610	POMO	6742	273	03A9	Ω	lordhig back rounded perif vowel	U!	10
	12611	POMO	6742	239	004F	O	lomid back rounded perif vowel	O!	10
	12612	POMO	6742	570	006A	j	vd palatal approxi	j	10
	12613	POMO	6742	894	0077	w	vd labvel approxi	w	10
	12614	DIEGUENO	6743	723	0070	p	vl bilabial stp	p	10
	12615	DIEGUENO	6743	814	007400B7	t·	vl dental stp	tD	10
	12616	DIEGUENO	6743	799	0074	t	vl alveolar stp	t	10
	12617	DIEGUENO	6743	575	006B	k	vl velar stp	k	10
	12618	DIEGUENO	6743	583	006B0175	kŵ	labzd vl velar stp	kW	10
	12619	DIEGUENO	6743	737	0071	q	vl uvular stp	q	10
	12620	DIEGUENO	6743	829	007400AF222B2015	t¯∫―	vl postalveol sib affricate	tS!	10
	12621	DIEGUENO	6743	186	03B2	β	vd bilabial fricative	B!	10
	12622	DIEGUENO	6743	793	007300B7	s·	vl dental sib fricative	sD	10
	12623	DIEGUENO	6743	786	0073	s	vl alveolar sib fricative	s	10
	12624	DIEGUENO	6743	902	00780175	xŵ	labzd vl velar fricative	xW	10
	12625	DIEGUENO	6743	898	0078	x	vl velar fricative	x	10
	12626	DIEGUENO	6743	623	006D	m	vd bilabial nasal	m	10
	12627	DIEGUENO	6743	650	006E00B7	n·	vd dental nasal	nD!	10
	12628	DIEGUENO	6743	637	006E	n	vd alveolar nasal	n	10
	12629	DIEGUENO	6743	657	006E02C9	nˉ	vd postalveol nasal	n_	10
	12630	DIEGUENO	6743	600	006C	l	vd alveolar laterapprox	l	10
	12631	DIEGUENO	6743	498	013D	Ľ	vl alveolar laterfricativ	hlF	10
	12632	DIEGUENO	6743	608	006C00B7	l·	vd dental laterapprox	lD	10
	12633	DIEGUENO	6743	611	014100B7	Ł·	vd dental laterfricativ	lDF	10
	12634	DIEGUENO	6743	763	0072	r	vd alveolar trill	r	10
	12635	DIEGUENO	6743	768	0155	ŕ	vd alveolar approxi	rA	10
	12636	DIEGUENO	6743	173	003F	?	vl glottal stp	?	10
	12637	DIEGUENO	6743	215	0049	I	lordhig front unrnd perif vowel	I!	10
	12638	DIEGUENO	6743	422	006525BA	e►	long himid front unrnd perif vowel	e:	10
	12639	DIEGUENO	6743	12	2202	∂	md central unrnd vowel	@	10
	12640	DIEGUENO	6743	301	0061	a	low central unrnd perif vowel	a	10
	12641	DIEGUENO	6743	313	006125BA	a►	long low central unrnd perif vowel	a:	10
	12642	DIEGUENO	6743	273	03A9	Ω	lordhig back rounded perif vowel	U!	10
	12643	DIEGUENO	6743	706	006F25BA	o►	long himid back rounded perif vowel	o:	10
	12644	DIEGUENO	6743	239	004F	O	lomid back rounded perif vowel	O!	10
	12645	DIEGUENO	6743	241	004F25BA	O►	long lomid back rounded perif vowel	O!:	10
	12646	DIEGUENO	6743	894	0077	w	vd labvel approxi	w	10
	12647	DIEGUENO	6743	570	006A	j	vd palatal approxi	j	10
	12648	ACHUMAWI	6744	723	0070	p	vl bilabial stp	p	10
	12649	ACHUMAWI	6744	799	0074	t	vl alveolar stp	t	10
	12650	ACHUMAWI	6744	575	006B	k	vl velar stp	k	10
	12651	ACHUMAWI	6744	737	0071	q	vl uvular stp	q	10
	12652	ACHUMAWI	6744	173	003F	?	vl glottal stp	?	10
	12653	ACHUMAWI	6744	396	0064007A2015	dz―	vd postalveol sib affricate	dZ!	10
	12654	ACHUMAWI	6744	786	0073	s	vl alveolar sib fricative	s	10
	12655	ACHUMAWI	6744	266	222B	∫	vl postalveol sib fricative	S!	10
	12656	ACHUMAWI	6744	898	0078	x	vl velar fricative	x	10
	12657	ACHUMAWI	6744	282	0058	X	vl uvular fricative	X!	10
	12658	ACHUMAWI	6744	474	0068	h	vl glottal fricative	h	10
	12659	ACHUMAWI	6744	894	0077	w	vd labvel approxi	w	10
	12660	ACHUMAWI	6744	783	00720072	rr	vd alveolar rsound	rr	10
	12661	ACHUMAWI	6744	600	006C	l	vd alveolar laterapprox	l	10
	12662	ACHUMAWI	6744	570	006A	j	vd palatal approxi	j	10
	12663	ACHUMAWI	6744	534	0069	i	high front unrnd perif vowel	i	10
	12664	ACHUMAWI	6744	420	0065	e	himid front unrnd perif vowel	e	10
	12665	ACHUMAWI	6744	301	0061	a	low central unrnd perif vowel	a	10
	12666	ACHUMAWI	6744	693	006F	o	himid back rounded perif vowel	o	10
	12667	ACHUMAWI	6744	855	0075	u	high back rounded perif vowel	u	10
	12668	ACHUMAWI	6744	12	2202	∂	md central unrnd vowel	@	10
	12669	ACHUMAWI	6744	623	006D	m	vd bilabial nasal	m	10
	12670	ACHUMAWI	6744	637	006E	n	vd alveolar nasal	n	10
	12671	YANA	6745	350	0062	b	vd bilabial stp	b	10
	12672	YANA	6745	386	006400B7	d·	vd dental stp	dD	10
	12673	YANA	6745	439	0067	g	vd velar stp	g	10
	12674	YANA	6745	173	003F	?	vl glottal stp	?	10
	12675	YANA	6745	735	00700125	pĥ	vl aspirate bilabial stp	ph	10
	12676	YANA	6745	822	007400B70125	t·ĥ	vl aspirate dental stp	tDh	10
	12677	YANA	6745	588	006B0125	kĥ	vl aspirate velar stp	kh	10
	12678	YANA	6745	724	00700027	p'	vl bilabial ejective stp	p'	10
	12679	YANA	6745	815	007400B70027	t·'	vl dental ejective stp	tD'	10
	12680	YANA	6745	576	006B0027	k'	vl velar ejective stp	k'	10
	12681	YANA	6745	396	0064007A2015	dz―	vd postalveol sib affricate	dZ!	10
	12682	YANA	6745	833	007400AF222B20150125	t¯∫―ĥ	vl aspirate postalveol sib affricate	tS!h	10
	12683	YANA	6745	830	007400AF222B20150027	t¯∫―'	vl postalveol sib ejective affricate	tS!'	10
	12684	YANA	6745	793	007300B7	s·	vl dental sib fricative	sD	10
	12685	YANA	6745	898	0078	x	vl velar fricative	x	10
	12686	YANA	6745	474	0068	h	vl glottal fricative	h	10
	12687	YANA	6745	623	006D	m	vd bilabial nasal	m	10
	12688	YANA	6745	650	006E00B7	n·	vd dental nasal	nD!	10
	12689	YANA	6745	894	0077	w	vd labvel approxi	w	10
	12690	YANA	6745	783	00720072	rr	vd alveolar rsound	rr	10
	12691	YANA	6745	600	006C	l	vd alveolar laterapprox	l	10
	12692	YANA	6745	570	006A	j	vd palatal approxi	j	10
	12693	YANA	6745	534	0069	i	high front unrnd perif vowel	i	10
	12694	YANA	6745	301	0061	a	low central unrnd perif vowel	a	10
	12695	YANA	6745	855	0075	u	high back rounded perif vowel	u	10
	12696	YANA	6745	336	00610069	ai	low central unrnd thfu diph	ai	10
	12697	YANA	6745	343	00610075	au	low central unrnd thbr diph	au	10
	12698	YANA	6745	871	00750069	ui	high back rounded thfu diph	ui	10
	12699	YANA	6745	420	0065	e	himid front unrnd perif vowel	e	10
	12700	YANA	6745	693	006F	o	himid back rounded perif vowel	o	10
	12701	SHASTA	6746	723	0070	p	vl bilabial stp	p	10
	12702	SHASTA	6746	724	00700027	p'	vl bilabial ejective stp	p'	10
	12703	SHASTA	6746	799	0074	t	vl alveolar stp	t	10
	12704	SHASTA	6746	800	00740027	t'	vl alveolar ejective stp	t'	10
	12705	SHASTA	6746	575	006B	k	vl velar stp	k	10
	12706	SHASTA	6746	576	006B0027	k'	vl velar ejective stp	k'	10
	12707	SHASTA	6746	173	003F	?	vl glottal stp	?	10
	12708	SHASTA	6746	829	007400AF222B2015	t¯∫―	vl postalveol sib affricate	tS!	10
	12709	SHASTA	6746	830	007400AF222B20150027	t¯∫―'	vl postalveol sib ejective affricate	tS!'	10
	12710	SHASTA	6746	786	0073	s	vl alveolar sib fricative	s	10
	12711	SHASTA	6746	898	0078	x	vl velar fricative	x	10
	12712	SHASTA	6746	474	0068	h	vl glottal fricative	h	10
	12713	SHASTA	6746	623	006D	m	vd bilabial nasal	m	10
	12714	SHASTA	6746	637	006E	n	vd alveolar nasal	n	10
	12715	SHASTA	6746	894	0077	w	vd labvel approxi	w	10
	12716	SHASTA	6746	783	00720072	rr	vd alveolar rsound	rr	10
	12717	SHASTA	6746	570	006A	j	vd palatal approxi	j	10
	12718	SHASTA	6746	534	0069	i	high front unrnd perif vowel	i	10
	12719	SHASTA	6746	420	0065	e	himid front unrnd perif vowel	e	10
	12720	SHASTA	6746	301	0061	a	low central unrnd perif vowel	a	10
	12721	SHASTA	6746	855	0075	u	high back rounded perif vowel	u	10
	12722	TOL	6747	723	0070	p	vl bilabial stp	p	10
	12723	TOL	6747	799	0074	t	vl alveolar stp	t	10
	12724	TOL	6747	575	006B	k	vl velar stp	k	10
	12725	TOL	6747	173	003F	?	vl glottal stp	?	10
	12726	TOL	6747	735	00700125	pĥ	vl aspirate bilabial stp	ph	10
	12727	TOL	6747	844	00740125	tĥ	vl aspirate alveolar stp	th	10
	12728	TOL	6747	588	006B0125	kĥ	vl aspirate velar stp	kh	10
	12729	TOL	6747	725	00700387	p·	creaky vl bilabial stp	p*	10
	12730	TOL	6747	111	00740387	t·	creaky vl alveolar stp	t*	10
	12731	TOL	6747	577	006B0387	k·	creaky vl velar stp	k*	10
	12732	TOL	6747	849	007400732015	ts―	vl alveolar sib affricate	ts	10
	12733	TOL	6747	853	0074007320150125	ts―ĥ	vl aspirate alveolar sib affricate	tsh	10
	12734	TOL	6747	851	00740387007320150387	t·s―·	creaky vl alveolar sib affricate	ts*	10
	12735	TOL	6747	474	0068	h	vl glottal fricative	h	10
	12736	TOL	6747	186	03B2	β	vd bilabial fricative	B!	10
	12737	TOL	6747	786	0073	s	vl alveolar sib fricative	s	10
	12738	TOL	6747	623	006D	m	vd bilabial nasal	m	10
	12739	TOL	6747	637	006E	n	vd alveolar nasal	n	10
	12740	TOL	6747	224	014B	ŋ	vd velar nasal	N!1	10
	12741	TOL	6747	600	006C	l	vd alveolar laterapprox	l	10
	12742	TOL	6747	570	006A	j	vd palatal approxi	j	10
	12743	TOL	6747	894	0077	w	vd labvel approxi	w	10
	12744	TOL	6747	534	0069	i	high front unrnd perif vowel	i	10
	12745	TOL	6747	420	0065	e	himid front unrnd perif vowel	e	10
	12746	TOL	6747	301	0061	a	low central unrnd perif vowel	a	10
	12747	TOL	6747	693	006F	o	himid back rounded perif vowel	o	10
	12748	TOL	6747	855	0075	u	high back rounded perif vowel	u	10
	12749	TOL	6747	547	00EF	ï	high central unrnd vowel	i_	10
	12750	ZUNI	6748	723	0070	p	vl bilabial stp	p	10
	12751	ZUNI	6748	894	0077	w	vd labvel approxi	w	10
	12752	ZUNI	6748	799	0074	t	vl alveolar stp	t	10
	12753	ZUNI	6748	570	006A	j	vd palatal approxi	j	10
	12754	ZUNI	6748	588	006B0125	kĥ	vl aspirate velar stp	kh	10
	12755	ZUNI	6748	576	006B0027	k'	vl velar ejective stp	k'	10
	12756	ZUNI	6748	587	006B01750125	kŵĥ	labzd vl aspirate velar stp	kWh	10
	12757	ZUNI	6748	584	006B01750027	kŵ'	labzd vl velar ejective stp	kW'	10
	12758	ZUNI	6748	853	0074007320150125	ts―ĥ	vl aspirate alveolar sib affricate	tsh	10
	12759	ZUNI	6748	850	0074007320150027	ts―'	vl alveolar sib ejective affricate	ts'	10
	12760	ZUNI	6748	833	007400AF222B20150125	t¯∫―ĥ	vl aspirate postalveol sib affricate	tS!h	10
	12761	ZUNI	6748	830	007400AF222B20150027	t¯∫―'	vl postalveol sib ejective affricate	tS!'	10
	12762	ZUNI	6748	786	0073	s	vl alveolar sib fricative	s	10
	12763	ZUNI	6748	266	222B	∫	vl postalveol sib fricative	S!	10
	12764	ZUNI	6748	623	006D	m	vd bilabial nasal	m	10
	12765	ZUNI	6748	637	006E	n	vd alveolar nasal	n	10
	12766	ZUNI	6748	600	006C	l	vd alveolar laterapprox	l	10
	12767	ZUNI	6748	498	013D	Ľ	vl alveolar laterfricativ	hlF	10
	12768	ZUNI	6748	173	003F	?	vl glottal stp	?	10
	12769	ZUNI	6748	474	0068	h	vl glottal fricative	h	10
	12770	ZUNI	6748	534	0069	i	high front unrnd perif vowel	i	10
	12771	ZUNI	6748	196	00E8	è	lomid front unrnd perif vowel	E!	10
	12772	ZUNI	6748	301	0061	a	low central unrnd perif vowel	a	10
	12773	ZUNI	6748	855	0075	u	high back rounded perif vowel	u	10
	12774	ZUNI	6748	239	004F	O	lomid back rounded perif vowel	O!	10
	12775	ACOMA	6749	350	0062	b	vd bilabial stp	b	10
	12776	ACOMA	6749	386	006400B7	d·	vd dental stp	dD	10
	12777	ACOMA	6749	406	004A	J	vd palatal stp	dj	10
	12778	ACOMA	6749	439	0067	g	vd velar stp	g	10
	12779	ACOMA	6749	173	003F	?	vl glottal stp	?	10
	12780	ACOMA	6749	735	00700125	pĥ	vl aspirate bilabial stp	ph	10
	12781	ACOMA	6749	822	007400B70125	t·ĥ	vl aspirate dental stp	tDh	10
	12782	ACOMA	6749	373	00630125	cĥ	vl aspirate palatal stp	ch	10
	12783	ACOMA	6749	588	006B0125	kĥ	vl aspirate velar stp	kh	10
	12784	ACOMA	6749	724	00700027	p'	vl bilabial ejective stp	p'	10
	12785	ACOMA	6749	815	007400B70027	t·'	vl dental ejective stp	tD'	10
	12786	ACOMA	6749	365	00630027	c'	vl palatal ejective stp	c'	10
	12787	ACOMA	6749	576	006B0027	k'	vl velar ejective stp	k'	10
	12788	ACOMA	6749	394	006400B7005A201500B7	d·Z―·	vd dental sib affricate	dDz	10
	12789	ACOMA	6749	827	007400B70073201500B70125	t·s―·ĥ	vl aspirate dental sib affricate	tDsh	10
	12790	ACOMA	6749	825	007400B70073201500B70027	t·s―·'	vl dental sib ejective affricate	tDs'	10
	12791	ACOMA	6749	396	0064007A2015	dz―	vd postalveol sib affricate	dZ!	10
	12792	ACOMA	6749	833	007400AF222B20150125	t¯∫―ĥ	vl aspirate postalveol sib affricate	tS!h	10
	12793	ACOMA	6749	830	007400AF222B20150027	t¯∫―'	vl postalveol sib ejective affricate	tS!'	10
	12794	ACOMA	6749	381	00440384	D΄	breathy retro stp	d.z	10
	12795	ACOMA	6749	809	00540053201502D90125	TS―˙ĥ	vl aspirate retro sib affricate	t.sh	10
	12796	ACOMA	6749	808	0054005320150027	TS―'	vl retro sib ejective affricate	t.s'	10
	12797	ACOMA	6749	793	007300B7	s·	vl dental sib fricative	sD	10
	12798	ACOMA	6749	266	222B	∫	vl postalveol sib fricative	S!	10
	12799	ACOMA	6749	194	01060027	Ć'	vl palatal sib ejective fricative	C,'	10
	12800	ACOMA	6749	789	0053	S	vl retro sib fricative	s.	10
	12801	ACOMA	6749	790	00530027	S'	vl retro sib ejective fricative	s.'	10
	12802	ACOMA	6749	623	006D	m	vd bilabial nasal	m	10
	12803	ACOMA	6749	624	006D0387	m·	creaky vd bilabial nasal	m*	10
	12804	ACOMA	6749	650	006E00B7	n·	vd dental nasal	nD!	10
	12805	ACOMA	6749	652	006E00B70387	n··	creaky vd dental nasal	nD*	10
	12806	ACOMA	6749	474	0068	h	vl glottal fricative	h	10
	12807	ACOMA	6749	895	00770387	w·	creaky vd labvel approxi	w*	10
	12808	ACOMA	6749	894	0077	w	vd labvel approxi	w	10
	12809	ACOMA	6749	771	015700B7	ŗ·	vd dental tap	rDT	10
	12810	ACOMA	6749	772	015700B70387	ŗ··	creaky vd dental tap	rDT*	10
	12811	ACOMA	6749	570	006A	j	vd palatal approxi	j	10
	12812	ACOMA	6749	571	006A0387	j·	creaky vd palatal approxi	j*	10
	12813	ACOMA	6749	534	0069	i	high front unrnd perif vowel	i	10
	12814	ACOMA	6749	196	00E8	è	lomid front unrnd perif vowel	E!	10
	12815	ACOMA	6749	303	006100BA	aº	low front unrnd perif vowel	a+	10
	12816	ACOMA	6749	547	00EF	ï	high central unrnd vowel	i_	10
	12817	ACOMA	6749	855	0075	u	high back rounded perif vowel	u	10
	12818	ACOMA	6749	427	00650069	ei	himid front unrnd thfu diph	ei	10
	12819	ACOMA	6749	336	00610069	ai	low central unrnd thfu diph	ai	10
	12820	ACOMA	6749	871	00750069	ui	high back rounded thfu diph	ui	10
	12821	ACOMA	6749	553	00EF0069	ïi	high central unrnd thfu diph	i_i	10
	12822	ACOMA	6749	429	0065006F	eo	himid front unrnd thmbro diph	eo	10
	12823	ACOMA	6749	564	00690075	iu	high front unrnd thbr diph	iu	10
	12824	ACOMA	6749	343	00610075	au	low central unrnd thbr diph	au	10
	12825	ACOMA	6749	794	007300B70027	s·'	vl dental sib ejective fricative	sD'	10
	12826	OJIBWA	6750	723	0070	p	vl bilabial stp	p	10
	12827	OJIBWA	6750	525	01250070	ĥp	vl preasp bilabial stp	hp	10
	12828	OJIBWA	6750	799	0074	t	vl alveolar stp	t	10
	12829	OJIBWA	6750	575	006B	k	vl velar stp	k	10
	12830	OJIBWA	6750	489	0125006B	ĥk	vl preasp velar stp	hk	10
	12831	OJIBWA	6750	829	007400AF222B2015	t¯∫―	vl postalveol sib affricate	tS!	10
	12832	OJIBWA	6750	530	0125007400AF222B2015	ĥt¯∫―	vl preasp postalveol sib affricate	htS	10
	12833	OJIBWA	6750	786	0073	s	vl alveolar sib fricative	s	10
	12834	OJIBWA	6750	51	01250073	ĥs	vl preasp alveolar sib fricative	hs	10
	12835	OJIBWA	6750	266	222B	∫	vl postalveol sib fricative	S!	10
	12836	OJIBWA	6750	623	006D	m	vd bilabial nasal	m	10
	12837	OJIBWA	6750	637	006E	n	vd alveolar nasal	n	10
	12838	OJIBWA	6750	600	006C	l	vd alveolar laterapprox	l	10
	12839	OJIBWA	6750	173	003F	?	vl glottal stp	?	10
	12840	OJIBWA	6750	215	0049	I	lordhig front unrnd perif vowel	I!	10
	12841	OJIBWA	6750	539	006925BA	i►	long high front unrnd perif vowel	i:	10
	12842	OJIBWA	6750	568	00692020011D	i†ĝ	naszd high front unrnd perif vowel velzd	i~:	10
	12843	OJIBWA	6750	198	00E825BA	è►	long lomid front unrnd perif vowel	E!:	10
	12844	OJIBWA	6750	203	00E8202025BA	è†►	long naszd lomid front unrnd perif vowel	E!~:	10
	12845	OJIBWA	6750	301	0061	a	low central unrnd perif vowel	a	10
	12846	OJIBWA	6750	313	006125BA	a►	long low central unrnd perif vowel	a:	10
	12847	OJIBWA	6750	349	0061202025BA	a†►	long naszd low central unrnd perif vowel	a~:	10
	12848	OJIBWA	6750	273	03A9	Ω	lordhig back rounded perif vowel	U!	10
	12849	OJIBWA	6750	706	006F25BA	o►	long himid back rounded perif vowel	o:	10
	12850	OJIBWA	6750	722	006F202025BA	o†►	long naszd himid back rounded perif vowel	o~:	10
	12851	OJIBWA	6750	529	01250074	ĥt	vl preasp alveolar stp	ht	10
	12852	OJIBWA	6750	483	0125222B	ĥ∫	vl preasp postalveol sib fricative	hS	10
	12853	TONKAWA	6752	723	0070	p	vl bilabial stp	p	10
	12854	TONKAWA	6752	799	0074	t	vl alveolar stp	t	10
	12855	TONKAWA	6752	849	007400732015	ts―	vl alveolar sib affricate	ts	10
	12856	TONKAWA	6752	575	006B	k	vl velar stp	k	10
	12857	TONKAWA	6752	583	006B0175	kŵ	labzd vl velar stp	kW	10
	12858	TONKAWA	6752	173	003F	?	vl glottal stp	?	10
	12859	TONKAWA	6752	786	0073	s	vl alveolar sib fricative	s	10
	12860	TONKAWA	6752	898	0078	x	vl velar fricative	x	10
	12861	TONKAWA	6752	902	00780175	xŵ	labzd vl velar fricative	xW	10
	12862	TONKAWA	6752	474	0068	h	vl glottal fricative	h	10
	12863	TONKAWA	6752	623	006D	m	vd bilabial nasal	m	10
	12864	TONKAWA	6752	650	006E00B7	n·	vd dental nasal	nD!	10
	12865	TONKAWA	6752	608	006C00B7	l·	vd dental laterapprox	lD	10
	12866	TONKAWA	6752	570	006A	j	vd palatal approxi	j	10
	12867	TONKAWA	6752	894	0077	w	vd labvel approxi	w	10
	12868	TONKAWA	6752	534	0069	i	high front unrnd perif vowel	i	10
	12869	TONKAWA	6752	196	00E8	è	lomid front unrnd perif vowel	E!	10
	12870	TONKAWA	6752	301	0061	a	low central unrnd perif vowel	a	10
	12871	TONKAWA	6752	239	004F	O	lomid back rounded perif vowel	O!	10
	12872	TONKAWA	6752	855	0075	u	high back rounded perif vowel	u	10
	12873	TONKAWA	6752	539	006925BA	i►	long high front unrnd perif vowel	i:	10
	12874	TONKAWA	6752	862	007525BA	u►	long high back rounded perif vowel	u:	10
